title,total_revenue
Ben-Hur2019 Re-release,422622
Lassie,421459
Fate/stay night [Heaven's Feel] II. lost butterfly,420595
The Cold Blue,420177
The D Train,420000
Voiceless,419952
Frankenstein2018 Re-release,417783
Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,413039
A Gentleman,410055
Selena2022  Re-release,408898
The Reliant,408747
The Promotion,408709
Sound of My Voice,408015
Project Nim,407890
"Love, Kennedy",407871
The Invisibles,407373
"The Night Is Short, Walk on Girl",406490
Monos,406473
The Square2010 Re-release,406116
Call Jane,405967
Corsage,405876
The Philadelphia Story2018 Re-release,404524
Steamboy,403602
Meet Me in St. Louis75th Anniversary,403521
Mere Brother Ki Dulhan,403017
Gold Diggers,403000
Snow Angels,402858
The Oath,401463
Tulsa,401284
The World's Fastest Indian,401000
We the Animals,400961
"Hello, Dolly!",400881
Mandy,400683
Day Watch2007 Re-release,400372
Freetown,400086
Black Book,399715
Mia and the White Lion,399471
Preaching to the Choir,399000
West Side Story2018 Re-release,398670
Space Mutiny,397887
Transylmania,397641
Krull2018 Re-release,397157
Everybody's Everything,396671
Vertigo2018 Re-release,394212
The Last Shot,392068
Soorma,390077
The Father,390000
Seeking Justice,389275
House of D,388532
The Hunting Ground,386823
Turtle: The Incredible Journey,386073
Where in the World Is Osama Bin Laden?,384955
Samurai Cop,384756
The Secret World of Arrietty2019 Re-release,384289
The Shape of Things,384246
Little Manhattan,383557
What We Left Behind: Star Trek DS9,382457
Stage Beauty,382169
Jane and Emma,380030
The Bride of Humpty Sharma,380011
Introducing the Dwights,379408
I'll Push You: A Real-Life Inspiration,378899
Shut Up and Play the Hits,378751
Smoke Signal,377334
Piranha 3DD,376512
Management,376000
Asylum,375403
Tsotsi,375000
Matthias & Maxime,374739
Jurassic Park2018 Re-release,374238
Miral,373420
Joe,373375
24 Hour Party People,373064
Ashfall,372562
Pom Poko2018 Re-release,372405
Towelhead,372124
The Wedding Guest,371877
Ghostbusters2019 Re-release,369612
Katti Batti,364932
Clemency,364716
BOSTON: An American Running Story,364369
Buddy Games,363498
I'll Sleep When I'm Dead,360759
The Shawshank Redemption2019 Re-release,358507
Enduring Love,356950
Luck by Chance,356019
Copying Beethoven,355968
OK Jaanu,355922
The Tomorrow Man,354103
Branded,353513
Evangelion: 3.0+1.01 Thrice Upon a Time,352854
Vivo,351494
Dil Bole Hadippa!,351457
Everybody Wants to Be Italian,351416
Jeepers Creepers: Reborn,351299
The Nightingale,351065
Singham,350864
Chico & Rita,350524
All the Beauty and the Bloodshed,350003
Kinky Boots,350000
Teeth,347578
Spun,347408
Star Trek: The Motion Picture2019 Re-release,346243
The Last Sin Eater,346000
Photograph,344534
The United States of Leland,343859
Countdown to Canelo vs. Chavez Jr.,343387
Lawrence of Arabia2002 Re-release,342481
Gori Tere Pyaar Mein!,342184
Yellow Rose,341330
Jimi: All Is by My Side,340911
Kahlil Gibran's The Prophet,340540
Starbuck,340058
Top Gun2021 Re-release,338091
The R.M.,337851
Silver City,337000
Welcome to Collinwood,336771
I Origins,336472
The Singing Detective,336456
Diane,336166
Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in IceDouble Bill,335697
Diana,335359
Russ Taff: I Still Believe,334983
Three,334406
The Emperor's New Groove2021 Re-release,334000
A Silent Voice: The Movie2019 Re-release,333984
Shine,333388
Ride Your Wave,332432
Maps to the Stars,331540
City of Ghosts,331478
The Eight Hundred,331279
Courageous10th Anniversary Re-release,330501
Hichki,330279
IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,328979
Winged Migration2003 Re-release,328756
Flower,328188
Kaashmora,327929
Ordinary Love,327852
Dunkirk2017 Re-release,327615
The Kid Detective,327013
P Storm,326711
National Theatre Live: Fleabag,326283
Camp,325290
The Bolshoi Ballet: Live From Moscow - The Nutcracker,323928
Official Competition,323918
Selfiee,321652
Days of Glory,320700
The Opera House,320079
Waltair Veerayya,320000
Lucy in the Sky,319976
Winter Solstice,319355
You Are Here: A Come From Away Story,318885
Thirst,318574
Not Today,318121
The Riot and the Dance,316103
The Cure: Anniversary 1978-2018 Live in Hyde Park,315883
The Man Who Killed Don Quixote,314868
The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,313088
The Hornet's Nest,312706
The Breadwinner,312381
Bolshoi Ballet: The Sleeping Beauty,311368
Alice,310715
A Cat in Paris,309973
Final Account,308941
My Life as a Zucchini,308835
She Dies Tomorrow,308741
Train to Busan,308114
Aline,307900
MET Opera: Magic Flute,307686
DanTDM Presents The Contest,307484
Attack on Titan Part 2,305934
Grease2010 Sing-a-long,305260
Deontay Wilder vs. Tyson Fury,304482
In the Land of Blood and Honey,303877
K-12,303230
The Man Without a Past,303094
Bolshoi Ballet: The Nutcracker,302935
The Hummingbird Project,302747
The Bolshoi Ballet: Live From Moscow - Giselle,302681
Linsanity,302645
Tetro,301151
London Dreams,300293
The Informers,300000
Sunset Blvd.2018 Re-release,299645
Flag Day,298445
Ittefaq,298032
Waterman,297898
Christine,297280
Dutch,296891
Save Yourselves!,295660
April and the Extraordinary World,295488
Sword of Trust,294959
The Giant Spider Invasion,292963
The Godfather: Part II45th Anniversary,291754
The Man in 3B,291513
Die Hard2020 Re-release,291000
Shortbus,291000
More Than Funny,290498
Luck-Key,290363
The Bravest,290217
Mystify: Michael Hutchence,289573
Crisis,288724
I Am David,288552
Saga of Tanya the Evil - The Movie,288460
Something from Nothing: The Art of Rap,288312
India Sweets and Spices,287943
The Inspection,287833
Andy Irons: Kissed by God,285933
Elsa & Fred,285863
God's Country,282929
Disney's Newsies: The Broadway Musical!2018 Re-release,282429
The Battle of Shaker Heights,281845
That Evening Sun,281350
Luka Chuppi,281064
The Whistleblower,280851
Octaman,280710
Pearl Jam Twenty,280343
Montana Story,279530
Bully,279202
The Phantom of the Open,279000
I Want to Eat Your Pancreas,277019
True Grit2019 Re-release,276418
Kings,274635
Timbuktu,274305
The Tale of The Princess Kaguya2019 Re-release,271681
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,271489
Night of the Living Dead 3D,271000
Himmatwala,270880
Seven Sins Forgiven,270207
Kingsglaive: Final Fantasy XV,269980
The Passion of the ChristRecut Release,269800
"Lucía, Lucía",269586
Ip Man 3,268267
An American in Paris2020 Re-release,267824
The Lucky Ones,266967
Fanaa,266871
Munger Road,266689
The Forgiven,265902
A Love Song,265774
Luzia: Cirque du Soleil in Cinema,265673
Life of Crime,265452
Out of Liberty,265279
Tanu Weds Manu Returns,265275
You Won't Be Alone,265010
Standing Ovation,265000
Doctor Who,264629
Ernest & Celestine,262075
Long Strange Trip - The Untold Story of The Grateful Dead,261572
Ghost in the Shell2021 4K Remaster,261385
The Grinch2020 Re-release,261000
Eating You Alive,260534
Star Raiders: The Adventures of Saber Raine,260234
What They Had,260065
Pokémon Heroes,260000
The Notorious Bettie Page,260000
Mobile Suit Gundam Narrative,259224
I'm Your Man,258708
Across the Universe2018 Re-release,258618
Paul's Promise,258545
Big2018 Re-release,258507
The Music Never Stopped,258222
What's Your Zodiac Sign?,257868
The Reckoning,257252
How the Grinch Stole Christmas2020 Re-release,256000
New Order,255901
"Life, Animated",255388
Truth,255000
Dean,254536
Consecration,253091
London Fields,252676
Lola Versus,252603
Broken Bridges,252539
Best F(r)iends: Volume 1,252410
When Harry Met Sally...30th Anniversary,252320
Canal Street,251917
Minimalism: A Documentary About the Important Things,251737
Highwaymen,251061
Spread,250618
Ghostbusters2021 Re-release,249700
The Safety of Objects,249233
Junglee,248695
The Twilight Zone: A 60th Anniversary Celebration,248514
Black Butler: Book of the Atlantic,248286
The End of Time: Part One,247798
Dominion,246708
Inu-oh,246183
Friendsgiving Day #1,246168
The World Before Your Feet,246164
The Fireflies Are Gone,245006
Duma,243027
Oasis: Supersonic,242867
After We Fell,242670
Black Dynamite,242578
Carter High,240214
A Good Woman,238609
Argus Limited,238379
American Satan,237708
Tokyo Godfathers2020 Re-release,237571
Alien Intrusion: Unmasking a Deception,237411
The Tempest,237254
Pain and Glory,237000
American Woman,236637
Meeting Gorbachev,236214
Deepsea Challenge,235659
Hamlet2018 Re-release,235229
On the Come Up,234948
Amélie,234889
Blind Eyes Opened,234505
The Foot Fist Way,234286
Little Shop of Horrors2017 Re-release,233865
Superman2018 Re-release,233585
PBC on FOX: Spence vs. Porter,232973
Stevie Nicks 24 Karat Gold the Concert,232740
Play the Flute,231672
Bishôjo senshi Sailor Moon Super S Special,231434
The Bounce Back,231021
Canelo Alvarez vs. Daniel Jacobs,230703
The Comedian,230596
MFKZ,229423
Confetti,229406
Doctor Who Live Q&A And Screening,228615
Jeremiah Tower: The Last Magnificent,228153
A Royal Night Out,228136
InAPPropriate Comedy,228004
Werewolves Within,227192
Blue Ruin,225776
Mustang,225107
Goal II: Living the Dream,225067
Along With the Gods: The Two Worlds,224415
The Black Waters of Echo's Pond,224409
PBC on FOX PPV: Pacquiao vs. Thurman,223858
One Child Nation,223210
Fur: An Imaginary Portrait of Diane Arbus,223203
Being Julia,223000
Lockdown,223000
Never Surrender: A Galaxy Quest Documentary,222971
Inhumans,222785
Miss Hokusai,222670
Spirit of the Game,222565
ABCD (Any Body Can Dance),222098
Flee,221511
America's Heart & Soul,221429
Mazinger Z: INFINITY,220682
Naam Hai Akira,219401
Fragments of Truth,219342
Limbo,218840
Haute Cuisine,217883
Getting Grace,217812
All I See Is You,217644
Starter for 10,216839
The Producers2018 Re-release,216807
The Barbarian Invasions2003 Re-release,216132
Happythankyoumoreplease,216109
The Karate Kid2019 Re-release,215447
The Treasure of the Sierra Madre,215295
Call + Response,215176
Frozen2020 Re-release,215000
First Snow,214864
Hamlet2019 Re-release,214578
Hell Ride,213608
Do Knot Disturb,213525
Thaandavam,213476
Supermensch: The Legend of Shep Gordon,213064
Chocolate City,212662
Big Sonia,212473
The Unknown Known,212182
Together,211620
Morning Light,211404
La soga,210625
Code 46,210143
Ash Is Purest White,209101
Kathy Griffin: A Hell of a Story,208907
The Yes Men,208891
The Guest,208880
Dirty,208234
The Dating Project,208100
SEED: The Untold Story,207825
Bolshoi Ballet: Carmen Suite/Petrushka,207523
Wonder Woman2020 Re-release,207000
The Secrets We Keep,206671
The Silent Twins,206235
Vettai,204373
Touchback,204232
Red State,204230
Kaptaan,203790
10 Years,203373
The Church,203112
Forrest Gump2019 Re-release,203088
Ghanchakkar,203044
Once I Was Engaged,202654
Jinn,202348
The Bolshoi Ballet: Live From Moscow - Coppélia,202217
Dabangg 3,202000
Blink of an Eye,201874
Passionada,201300
Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song,200000
Rebel Without a Cause2018 Re-release,199963
Risk,199769
Cave of Forgotten Dreams,199332
Father,199228
Friendsgiving Day #2,198869
National Theater Live: Cyrano de Bergerac2020 Re-release,198352
Lourdes2022 Re-release,197702
The Woodsman,197623
Me and Mrs. Khanna,197183
Have It All -The Movie,197142
Spark: A Space Tail,196458
Escobar: Paradise Lost,195792
The Nutcracker in 3D,195459
The Dry,195049
Fate/Stay Night: Heaven's Feel - I. Presage Flower,193833
Around the Bend,193637
"Faith, Hope & Love",192032
Millennium Actress2019 Re-release,191424
Benedetta,190811
Bolshoi Ballet: Le Corsaire,190192
The Divine Plan,190031
Shrink,189621
Easy Money,189163
Clean,188449
Eros,188392
The Bolshoi Ballet: Live From Moscow - Don Quixote,187946
Stonewall,187674
42nd Street - The Musical,187440
Owaranai hito: Miyazaki Hayao,187320
Maggie,187112
Supernova,185999
National Theatre Live: King Lear,185305
Becoming Cousteau,185168
Cobra Kai Premiere Event feat. The Karate Kid2018 NCM Fathom Event,185082
Sundown,184528
Undertow,184227
Twelve,183920
The Masked Saint,182695
Karwaan,182009
League of Gods,181633
Giant Little Ones,181507
Bolshoi Ballet: Raymondadomestic,181361
Raymonda: Bolshoi Ballet,181361
The Polar Express2016 IMAX Release,180741
Go for It!,180237
Hitman's Wife's Bodyguard,180230
UFC 273: Volkanovski vs the Korean Zombie,180000
Top Gun: Maverick2022 Re-release,180000
Disney Junior HalloVeen Party!,179944
Saint Omer,179124
Populaire,179091
Champion,178169
Batman: Mask of the Phantasm2018 Re-release,178133
Modest Heroes,178027
Tere Naal Love Ho Gaya,177743
Chicago 10,177490
The Warrior Queen of Jhansi,177289
India's Most Wanted,176858
71: Into the Fire,176638
The Bolshoi Ballet: Live From Moscow - The Flames of Paris,175922
Igby Goes Down,175270
The Wolf of Snow Hollow,174356
The Resort,174114
"Cinco de Mayo, La Batalla",173472
Come Away,173322
Batla House,173045
Grand Illusion,172885
The Bad Batch,172705
Puccini: Turandot,172627
Gone in the Night,172088
Bolshoi Ballet: The Golden Age,171916
Copperhead,171740
The Bolshoi Ballet: Live From Moscow - La Sylphide,171177
Apparition Hill,170457
Sleepwalking,170391
The House That Jack BuiltUncensored Version,170113
Trade,170086
Horns,170081
9/11,170000
Tyson's Run,168940
Chance Pe Dance,168643
The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,167991
Valley of Bones,167902
The Disappearance of Alice Creed,166980
Is Genesis History?2018 Re-release,166763
When You Finish Saving the World,166614
We Steal Secrets,166243
Outlander,166003
Elegy,165647
Bright Ones,165627
Norman,165039
Uncle Nino,165000
Star Trek II: The Wrath of Khan2022 Re-release,164629
A Love Song for Bobby Long,164308
The Last Godfather,164247
Keep on Keepin' On,163745
Louder Than Bombs,163737
After the Ball,161820
INXS: Baby Live at Wembly Stadium,161750
Rita Moreno: Just a Girl Who Decided to Go for It,161662
Pastorela,161194
"Diana Ross: Her Life, Love and Legacy",160968
National Theatre Live: The Curious Incident of the Dog in the Night-Time2018 Re-release,160381
Sinbad: The Fifth Voyage,159862
Benediction,159704
Love's Abiding Joy,159683
Batman2019 Re-release,159419
Them That Follow,159218
Silencio,158723
Hell and Back,157768
Nostalgia for the Light,157179
LUV,156996
Far From the Tree,156042
Southland Tales,156000
3 Generations,155936
Blithe Spirit,155685
Desert Dancer,155271
My Name Is Bruce,154461
Before You Know It,154324
Contempt2008 Re-release,153620
Love Story50th Anniversary,153504
Music Within,153205
The Death & Life of John F. Donovan,152713
"Buttons, A New Musical Film",151983
Peterloo,151971
Born to Be Blue,151926
Anita,151865
Generation Found,151751
Conversations with Other Women,151736
Made In Mexico,151133
Glory2019 Re-release,150801
Kicks,150191
Atlas Shrugged: Who Is John Galt?,150018
Little Woods,150010
Kids in America,150000
Gemini,149799
The Other Man,149530
Ne Zha,149055
The Oscar Nominated Short Films 2018: Live Action,148597
Trial by Fire,148504
Civil Brand,148193
Wolf,147665
A Mouthful of Air,147650
Duck Season2005 Re-release,147551
Night of the Living Dead2018 Re-release,147423
Godzilla2014 Re-release,147270
Washington Heights,146900
Repo! The Genetic Opera,146750
Invisible Life,146535
Touched with Fire,146487
The Last Dalai Lama?,145524
Superspreader,145500
The Last Five Years,145427
Killer Joe,145101
Halston,144963
Mr. Smith Goes to Washington2018 Re-release,144738
Talvar,144713
The Quiet Girl,144692
Irving Berlin's Holiday Inn The Broadway Musical,144550
Last Year at Marienbad,144492
Yellow Day2015 Re-release,144163
Thelma,143998
This Must Be the Place,143979
Thunder Soul,143675
Wendy,143518
Luv Shuv Tey Chicken Khurana,143507
Doctor Who: Logopolis,143248
The Least of These: The Graham Staines Story,142299
Best F(r)iends Volume Two,141524
Canelo vs. Kovalev,140820
Incitement,140306
Archive,139593
Burden,139270
Wilder vs. Ortiz,139207
Typhoon,139059
High School,139034
The Flying Scotsman,139014
Wild Mountain Thyme,138960
Psycho-Pass: The Movie,138366
UFC 281: Adesanya vs. Pereira,138000
The Double,137921
Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,137888
Groundhog Day2021 Re-release,137798
Hampstead,137067
My Uncle Rafael,137045
Yashoda,137000
Red Lips,136163
"Good Day, Ramon",135575
Framing John DeLorean,135118
Alien2020 Re-release,135000
Okko's Inn,134787
Cop Car,134552
The Times of Bill Cunningham,134288
Ism,134165
The Little Mermaid,134115
Made in Abyss: Journey's Dawn,134047
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,133443
LOC: Kargil,132975
Listen to Me Marlon,132702
Mass,132209
Monty Python's Life of Brian2019 Re-release,132175
Hounddog,131962
Hamari Adhuri Kahani,131263
Peppa Celebrates Chinese New Year,131225
Rudy2018 Re-release,131200
Raja Natwarlal,131105
Tenet,130104
The Bronze,130000
Puccini: Madama Butterfly,129730
Afternoon Delight,129715
Tchaikovsky: Eugene Onegin2018 Re-release,129498
The Boy and the World2015 Re-release,129480
Verdi: Il Trovatore,129393
The Zoya Factor,128831
Paris Can Wait,128729
The Company,128270
Mad God,127932
Sleepless in Seattle2018 Re-release,127281
Woodstock,126562
Free Angela and All Political Prisoners,126405
Awesome; I Fuckin' Shot That!,125996
The Young Karl Marx,125659
AmeriGeddon,125571
Make Your Move,125106
The Salon,125000
Sarah Silverman: Jesus Is Magic,125000
Enlighten Up!,124788
Mary Magdalene2019 Re-release,124741
'85: The Greatest Team in Football History,124573
Knights of Badassdom,123854
"War Eagle, Arkansas",123669
Ailey,123504
A.C.O.D.,123368
Easy Rider2019 Re-release,123276
The Last Mountain,122961
BPM (Beats Per Minute),122704
The Kingmaker,122587
"14 Days, 12 Nights",122530
The Majestic,122507
Earwig and the Witch,122423
Lost and Found in Armenia,122305
Reservation Road,121994
Yu-Gi-Oh!: The Movie - Pyramid of Light2018 Re-release,121688
Z for Zachariah,121461
Were the World Mine,121187
Afflicted,121179
The Storied Life of A.J. Fikry,121000
Till Human Voices Wake Us,120601
Sound City,120514
Citizen K,120411
Lola Montès,120307
Iris,120020
Avant qu'on explose,119894
Eating Animals,119615
Five Seasons: The Gardens of Piet Oudolf,119223
Ammonite,118227
Victor,117755
Haven,117585
George Takei's Allegiance2018 Re-release,117162
A Call to Spy,116686
The Grand,115879
Mob Psycho 100,115766
The Other End of the Line,115592
Kaamelott: First Installment,115000
Jurassic World2021 Re-release,115000
The Tax Collector,115000
Caged No More,114959
Nostalgia,114603
Stateside,114000
Bodied,113956
35 and Ticking,113794
Boy A,113662
Tadap,113633
Bran Nue Dae,113568
"We Love You, Sally Carmichael!",113435
Hymn: Sarah Brightman in Concert,113274
Singin' in the Rain2002 Re-release,113088
The Man Standing Next,112915
Iron Sky,112287
A Chance in the World,112007
Gentlemen Broncos,111996
"Hale County This Morning, This Evening",111885
The Lost Skeleton of Cadavra,111823
Elevator to the Gallows2016 Re-release,111267
The Obama Effect,110904
The Killer,110563
Abominable2021 Re-release,110000
Lu Over the Wall,109857
Darfur Now,109107
Pathology,109045
The Battle at Lake Changjin,108817
After.Life,108595
Wild Target,108589
National Theatre Live: Julius Caesar,107057
Simon and the Oaks,106874
The Audience2019 Re-release,106529
The Romantics,106524
"Belle and Sebastian, Friends for Life2018 Re-release",105890
Under the Sun,105785
Never Heard,105271
The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,104837
Adult Beginners,104808
Deli Man,104769
Hope Gap,104732
Alien Trespass,104526
Carriers,104352
Demon,104038
Penton: The John Penton Story,103876
State Property,103726
Happening,102668
Gamestop: Rise of the Players,101527
Ghost in the Shell: The New Movie,101203
First Cow,101068
"Alice, Darling",101000
Mugamoodi,100809
Wonders of the Sea,100780
Tango Shalom,100739
The Good Guy,100688
Tell No One,100536
All About Nina,100335
The Young and Prodigious T.S. Spivet,100210
The Muppet Christmas Carol2020 Re-release,100000
Meow Wolf: Origin Story,99488
Hatching,98946
Thoda Pyaar Thoda Magic,98661
Wonderland,98276
SAS: Red Notice,98090
National Theatre Live: Macbeth,97857
Tim Timmerman: Hope of America,97727
Gauguin: Voyage to Tahiti,97649
Bloody Sunday,97520
Poster Boys,97049
A Little Help,96868
Godspeed: The Race Across America,96690
Gun Hill Road,96456
Firebird,96087
Proud American,96000
Made in Italy,95888
Escape Fire: The Fight to Rescue American Healthcare,95502
Made in U.S.A,95209
El Angel,94481
Keep Watching,94178
Margaret Atwood: Live in Cinemas,93690
The Investigator,93690
Motherhood,93388
Brand Upon the Brain! A Remembrance in 12 Chapters,93304
Reign of Judges: Title of Liberty - Concept Short,93224
First Lady,93162
I Spit on Your Grave,93051
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,93000
Mary Shelley,92870
Dedication,92853
Don't Think Twice,92835
Cuban Fury2014 Re-release,92384
Miss Juneteenth,92349
He Loves Me... He Loves Me Not,92000
Other People,91441
Hiroshima Mon Amour2014 Re-release,91298
The Imposter,91224
Bergman Island,91005
BANDSTAND: The Broadway Musical on Screen2018 Re-release,91000
The Crossing,90896
Because of Grácia,90878
Small Engine Repair,90849
Beasts of No Nation,90777
The Clan,90767
The Man Who Fell to Earth,90665
Elle,90645
One Chance,90592
My Dear Liar,90545
Dina,90503
Sound! Euphonium the Movie - Our Promise: A Brand New Day,90341
A Brilliant Young Mind,89946
Cat on a Hot Tin Roof,89332
Particle Fever,89254
Father St• Re-release (Father Stu: Reborn),89224
The Nest,89206
Pleasure,88936
Bolshoi Ballet: Swan Lake,88905
Marguerite,88870
Crazy on the Outside,88335
Pete Seeger: The Power of Song,88312
Settai,87838
Ocean Waves,87738
Fire,87659
Goldstone2018 Re-release,87639
Mystery Team,87323
The House That Jack Built,87008
ECCO,86858
Sonchiriya,86765
National Theater Live: Cyrano de Bergerac,86300
Unfavorable Odds,86203
Vidal Sassoon: The Movie,85974
The Tales of Hoffmann,85785
Skid Row Marathon,84997
How to Talk to Girls at Parties,84809
A Lego Brickumentary,84649
Warriors of the Dawn,84532
Watermark,84464
Wasabi,83918
National Theatre Live: Antony & Cleopatra,83672
Scarface2003 Re-release,83549
Claire's Camera,83418
The Midnight Meat Train,83361
Blood Fest,82774
The Woman Who Fell to Earth,82698
The Eagle Huntress,82633
On the Basis of Sex2020 Re-release,82150
Little White Lies,81988
Yuri!!! On Ice,81878
The Other Dream Team,81747
The Souvenir: Part II,81734
Borg vs. McEnroe,81560
Z,81411
Earth: One Amazing Day,81345
Resurrection,81022
Tesla,80995
Summer Wars,80768
Gabby Giffords Won't Back Down,80592
En el séptimo día,79887
Appleseed,79818
Nomad: The Warrior,79123
Persepolis,79047
The B-Side: Elsa Dorfman's Portrait Photography,78978
The Stone Angel,78934
The Boxcar Children - Surprise Island,78676
My Best Friend's Wedding,78578
Levity,78278
Butter,78170
A Breath Away,77987
Shock and Awe,77980
Watch Out Ladies,77906
We Are What We Are,77719
Three... Extremes2005 Re-release,77532
High Strung Free Dance2019 Re-release,77107
Saala Khadoos,76931
Fast Color,76916
Life Partner,76197
Walking with Herb,76047
The Grinch,76000
Spinning Plates,75773
Hitchcock/Truffaut,75691
The Riot Act,75506
An Everlasting Piece,75228
No One Lives,74918
MindReader,74713
Above and Beyond: NASA's Journey to Tomorrow,74711
Batkid Begins: The Wish Heard Around the World,74709
Kochadaiiyaan,74555
Shoot Down,74420
Toni Erdmann,74310
The Last Suit,73548
Abandoned,73438
Running for Grace,73350
Faces Places,73063
5B,72968
Agneepath,72632
A Four Letter Word,72565
Cliffs of Freedom,72476
Loving Jezebel,72190
People I Know,72185
Heaven Knows What,72001
The Ex-File 3: The Return of The Exes,71633
Gray Matters,71561
The Djinn,71457
Before Midnight,71400
RRR2022 Re-release,71386
A Letter to Momo,70836
Father Stu: Reborn2022 Re-release (Father Stu: Reborn),70714
Batman Returns2019 Re-release,70642
The Fog2018 Re-release,70421
Crips and Bloods: Made in America,70221
Mai wei,70177
A Beautiful Planet,70163
The Informer,70041
How to Build a Girl,69592
Until Forever2016 Re-release,69519
Holly,69400
The Territory,69316
The Rescue,69200
Parchi,69033
My Entire High School Sinking Into the Sea,68883
Outside In,68492
Waking Sleeping Beauty,68445
Predestination,68372
Christ Stopped at Eboli,68288
The Silence of Others,67986
Where Hands Touch,67743
Making the Five Heartbeats,67415
Turbo Kid,67069
Free Trip to Egypt2019 Re-release,67006
The Band's Visit,67000
The Dawn Wall,66991
End of the Century,66309
Pray: The Story of Patrick Peyton,65896
Shubh Mangal Savdhan,65173
Racing Dreams,65082
CSNY/Déjà Vu,65025
Remember the Titans2021 Re-release,65000
Chal Mera Putt 2,65000
Sleuth,65000
This Changes Everything,64988
Toys in the Attic2012 Re-release,64918
The World to Come,64573
Even Money,64458
Six Minutes to Midnight,64441
All My Friends Hate Me,64128
The Art of the Steal,64065
Learning to Drive,63901
Sylvia,63856
Heroic Antics,63649
I Do... Until I Don't,63484
People Places Things,63448
Cool It,62713
Throw Down Your Heart,62287
Lantana,62178
New Suit,61961
Winnie Mandela,61847
Dark Star: HR Gigers Welt,61845
In a Valley of Violence,61797
Donald Cried,61740
Deal,61626
Never Goin' Back,61271
The Bodyguard2012 Re-release,61020
The Killing of Two Lovers,60899
The Wicker Man2013 Re-release,60891
Viper Club,60607
Silent Light,60200
Tad the Lost Explorer and the Emerald Tablet,60187
John Fogerty: 50 Year Trip - Live at Red Rocks,59795
Walk of Shame,59209
Digimon Adventure tri. Part 4: Loss,59114
My Brothers' Crossing,58925
The Rider,58720
Tomorrow,58551
The Fallen Idol2016 Re-release,58117
In Search of Greatness,58090
Outfoxed: Rupert Murdoch's War on Journalism,58029
House of Fools,57862
The Godfather Coda: The Death of Michael Corleone2020 Re-release,57843
Vanishing Time: A Boy Who Returned,57759
Lost in Thailand,57387
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,56983
Summering,56932
The Battle of Algiers2016 Re-release,56683
In the Name of My Daughter,56611
In This Corner of the World,56305
Decibel,56214
Feast,56131
XX/XY,55451
Heavy Water,55446
C.O.G.,55301
Dirty Girl,55125
American Dream: Detroit,55092
The Final Cut,55054
Regression,55039
Clown,55007
Canelo Alvarez vs. Rocky Fielding,54916
Snowmen,54805
Julieta,54365
Digimon Adventure tri. Part 6: Future,54324
A Beautiful Soul,54008
At Middleton,53837
Stevie,53777
Bart Got a Room,53760
Not Forgotten,53744
Summerland,53732
Sing2021 Re-release,53000
The Trip to Spain,52981
Anthropocene: The Human Epoch,52958
Dara of Jasenovac,52779
Plácido Domingo Gala,52502
Lost in Love,52453
Breath Made Visible: Anna Halprin,52387
Digimon Adventure tri. Part 5: Coexistence,52339
"Surfer, Dude",52132
Swimming Upstream2004 Re-release,51930
QT8: The First Eight,51896
The Snowman Trek,51743
Public Speaking,51588
Greener Grass,51456
"Cyrano, My Love",51419
Sympathy for the Devil,51150
Grace Is Gone,50899
December Boys,50715
Casa de los babys,50704
The White Sheik2019 re-release,50512
Drive My Car,50457
American Casino,50442
The Take,50269
The Royal Wedding: Prince Harry and Meghan Markle,50264
Making Waves: The Art of Cinematic Sound,50254
No Man's Land,50198
Royal Kill,50091
Black '47,50026
Mutual Appreciation,49852
Passion,49712
Brighton Rock,49466
Jumanji/Jumanji: Welcome to the Jungle2018 NCM Fathom Event,49381
Andhadhun,49280
The Lovely Month of May,49189
Raging Bull25th Anniversary,49034
The Way I See It,49030
Tales from Earthsea2010 Re-release,48658
Swing Kids,48645
Last Year at Marienbad2019 Re-release,48509
Decoding Annie Parker,48390
Rams,48326
Napping Princess,48198
Free Trip to Egypt,47829
War of the Buttons,47771
Alphaville,47696
350 Days - Legends. Champions. Survivors,47526
Language Lessons,47459
Teo-neol,47413
Diary of a Country Priest,46979
After Yang,46872
All the Real Girls,46774
How Long Will I Love U,46668
Two Weeks,46605
Ca$h,46488
Shanghai2015 Re-release,46425
Bigger,46382
Wish You Were Here2013 Re-release,46347
Under the Silver Lake,46083
Beyond the Reach,45895
Blackbird,45834
The Unknowns,45831
Home of the Brave,45793
Went the Day Well?,45767
Panique,45541
Reaching for the Moon,45502
Film Stars Don't Die in Liverpool,45475
Texas Killing Fields,45469
Lost River,45431
Filmistaan,45406
Return to the Hiding Place,45405
Che: Part One/Che: Part Two,45335
Inland Empire,45000
Solo Brathuke So Better,45000
New Best Friend,44926
